<DATE>;<VALUE>;<TYPE>
16.11.2018;113130;Максимум
16.11.2018;113120;Максимум
16.11.2018;113100;Максимум
16.11.2018;113060;Максимум
16.11.2018;113050;Максимум
16.11.2018;113100;Максимум
16.11.2018;113040;Максимум
16.11.2018;113030;Максимум
16.11.2018;112970;Максимум
16.11.2018;112980;Максимум
16.11.2018;113020;Максимум
16.11.2018;113000;Максимум
16.11.2018;112940;Максимум
16.11.2018;112940;Максимум
16.11.2018;112900;Максимум
16.11.2018;112900;Максимум
16.11.2018;112840;Максимум
16.11.2018;112880;Максимум
16.11.2018;112890;Максимум
16.11.2018;112880;Максимум
16.11.2018;112930;Максимум
16.11.2018;112930;Максимум
16.11.2018;112960;Максимум
16.11.2018;112880;Максимум
16.11.2018;112830;Максимум
16.11.2018;112810;Максимум
16.11.2018;112790;Максимум
16.11.2018;112850;Максимум
16.11.2018;112880;Максимум
16.11.2018;112960;Максимум
16.11.2018;112970;Максимум
16.11.2018;112980;Максимум
16.11.2018;112940;Максимум
16.11.2018;112940;Максимум
16.11.2018;112920;Максимум
16.11.2018;112940;Максимум
16.11.2018;112960;Максимум
16.11.2018;112930;Максимум
16.11.2018;112920;Максимум
16.11.2018;112910;Максимум
16.11.2018;112900;Максимум
16.11.2018;112950;Максимум
16.11.2018;112900;Максимум
16.11.2018;112880;Максимум
16.11.2018;112890;Максимум
16.11.2018;112890;Максимум
16.11.2018;112940;Максимум
16.11.2018;112950;Максимум
16.11.2018;112940;Максимум
16.11.2018;112950;Максимум
16.11.2018;112970;Максимум
16.11.2018;112970;Максимум
16.11.2018;112970;Максимум
16.11.2018;112970;Максимум
16.11.2018;113010;Максимум
16.11.2018;113020;Максимум
16.11.2018;112950;Максимум
16.11.2018;112960;Максимум
16.11.2018;112990;Максимум
16.11.2018;112990;Максимум
16.11.2018;113000;Максимум
16.11.2018;113020;Максимум
16.11.2018;113010;Максимум
16.11.2018;113010;Максимум
16.11.2018;113000;Максимум
16.11.2018;112960;Максимум
16.11.2018;112930;Максимум
16.11.2018;112940;Максимум
16.11.2018;112890;Максимум
16.11.2018;112940;Максимум
16.11.2018;113090;Максимум
16.11.2018;113170;Максимум
16.11.2018;113160;Максимум
16.11.2018;113130;Максимум
16.11.2018;113140;Максимум
16.11.2018;113120;Максимум
16.11.2018;113140;Максимум
16.11.2018;113110;Максимум
16.11.2018;113110;Максимум
16.11.2018;113120;Максимум
16.11.2018;113130;Максимум
16.11.2018;113120;Максимум
16.11.2018;113080;Максимум
16.11.2018;113070;Максимум
16.11.2018;113080;Максимум
16.11.2018;113130;Максимум
16.11.2018;113190;Максимум
16.11.2018;113170;Максимум
16.11.2018;113200;Максимум
16.11.2018;113210;Максимум
16.11.2018;113240;Максимум
16.11.2018;113210;Максимум
16.11.2018;113220;Максимум
16.11.2018;113200;Максимум
16.11.2018;113150;Максимум
16.11.2018;113210;Максимум
16.11.2018;113210;Максимум
16.11.2018;113170;Максимум
16.11.2018;113160;Максимум
16.11.2018;113190;Максимум
16.11.2018;113230;Максимум
16.11.2018;113240;Максимум
16.11.2018;113210;Максимум
16.11.2018;113250;Максимум
16.11.2018;113230;Максимум
16.11.2018;113180;Максимум
16.11.2018;113200;Максимум
16.11.2018;113210;Максимум
16.11.2018;113220;Максимум
16.11.2018;113200;Максимум
16.11.2018;113200;Максимум
16.11.2018;113180;Максимум
16.11.2018;113210;Максимум
16.11.2018;113210;Максимум
16.11.2018;113200;Максимум
16.11.2018;113210;Максимум
16.11.2018;113270;Максимум
16.11.2018;113250;Максимум
16.11.2018;113230;Максимум
16.11.2018;113230;Максимум
16.11.2018;113240;Максимум
16.11.2018;113280;Максимум
16.11.2018;113270;Максимум
16.11.2018;113280;Максимум
16.11.2018;113290;Максимум
16.11.2018;113290;Максимум
16.11.2018;113290;Максимум
16.11.2018;113320;Максимум
16.11.2018;113290;Максимум
16.11.2018;113280;Максимум
16.11.2018;113260;Максимум
16.11.2018;113270;Максимум
16.11.2018;113250;Максимум
16.11.2018;113260;Максимум
16.11.2018;113260;Максимум
16.11.2018;113240;Максимум
16.11.2018;113250;Максимум
16.11.2018;113220;Максимум
16.11.2018;113270;Максимум
16.11.2018;113290;Максимум
16.11.2018;113330;Максимум
16.11.2018;113350;Максимум
16.11.2018;113320;Максимум
16.11.2018;113320;Максимум
16.11.2018;113330;Максимум
16.11.2018;113370;Максимум
16.11.2018;113440;Максимум
16.11.2018;113450;Максимум
16.11.2018;113440;Максимум
16.11.2018;113430;Максимум
16.11.2018;113490;Максимум
16.10.2018;114540;Минимум
16.10.2018;114800;Минимум
16.10.2018;114660;Минимум
16.10.2018;114550;Минимум
16.10.2018;114570;Минимум
16.10.2018;114630;Минимум
16.10.2018;114410;Минимум
16.10.2018;114390;Минимум
16.10.2018;114430;Минимум
16.10.2018;114470;Минимум
16.10.2018;114470;Минимум
16.10.2018;114690;Минимум
16.10.2018;114650;Минимум
16.10.2018;114530;Минимум
16.10.2018;114550;Минимум
16.10.2018;114520;Минимум
16.10.2018;114590;Минимум
16.10.2018;114630;Минимум
16.10.2018;114740;Минимум
16.10.2018;114750;Минимум
16.10.2018;114730;Минимум
16.10.2018;114740;Минимум
16.10.2018;114730;Минимум
16.10.2018;114670;Минимум
16.10.2018;114740;Минимум
16.10.2018;114720;Минимум
16.10.2018;114750;Минимум
16.10.2018;114770;Минимум
16.10.2018;114810;Минимум
16.10.2018;114840;Минимум
16.10.2018;114870;Минимум
16.10.2018;114890;Минимум
16.10.2018;114890;Минимум
16.10.2018;114890;Минимум
16.10.2018;114910;Минимум
16.10.2018;114890;Минимум
16.10.2018;114900;Минимум
16.10.2018;114870;Минимум
16.10.2018;114860;Минимум
16.10.2018;114880;Минимум
16.10.2018;114900;Минимум
16.10.2018;114700;Минимум
16.10.2018;114700;Минимум
16.10.2018;114610;Минимум
16.10.2018;114550;Минимум
16.10.2018;114620;Минимум
16.10.2018;114750;Минимум
16.10.2018;114790;Минимум
16.10.2018;114790;Минимум
16.10.2018;114750;Минимум
16.10.2018;114780;Минимум
16.10.2018;114690;Минимум
16.10.2018;114640;Минимум
16.10.2018;114700;Минимум
16.10.2018;114620;Минимум
16.10.2018;114550;Минимум
16.10.2018;114630;Минимум
16.10.2018;114600;Минимум
16.10.2018;114490;Минимум
16.10.2018;114500;Минимум
16.10.2018;114600;Минимум
16.10.2018;114650;Минимум
16.10.2018;114560;Минимум
16.10.2018;114590;Минимум
16.10.2018;114610;Минимум
16.10.2018;114600;Минимум
16.10.2018;114590;Минимум
16.10.2018;114630;Минимум
16.10.2018;114750;Минимум
16.10.2018;114830;Минимум
16.10.2018;114850;Минимум
16.10.2018;114790;Минимум
16.10.2018;114750;Минимум
16.10.2018;114710;Минимум
16.10.2018;114700;Минимум
16.10.2018;114710;Минимум
16.10.2018;114730;Минимум
16.10.2018;114710;Минимум
16.10.2018;114780;Минимум
16.10.2018;114780;Минимум
16.10.2018;114660;Минимум
16.10.2018;114670;Минимум
16.10.2018;114670;Минимум
16.10.2018;114700;Минимум
16.10.2018;114770;Минимум
16.10.2018;114760;Минимум
16.10.2018;114830;Минимум
16.10.2018;114850;Минимум
16.10.2018;114850;Минимум
16.10.2018;114850;Минимум
16.10.2018;114880;Минимум
16.10.2018;114880;Минимум
16.10.2018;114820;Минимум
16.10.2018;114810;Минимум
16.10.2018;114730;Минимум
16.10.2018;114720;Минимум
16.10.2018;114780;Минимум
16.10.2018;114830;Минимум
16.10.2018;114850;Минимум
16.10.2018;114910;Минимум
16.10.2018;114900;Минимум
16.10.2018;114910;Минимум
16.10.2018;114910;Минимум
16.10.2018;114890;Минимум
16.10.2018;114910;Минимум
16.10.2018;114890;Минимум
16.10.2018;114920;Минимум
16.10.2018;114900;Минимум
16.10.2018;114940;Минимум
16.10.2018;114970;Минимум
16.10.2018;114970;Минимум
16.10.2018;115010;Минимум
16.10.2018;115020;Минимум
16.10.2018;115070;Минимум
16.10.2018;115040;Минимум
16.10.2018;114990;Минимум
16.10.2018;114880;Минимум
16.10.2018;114900;Минимум
16.10.2018;114900;Минимум
16.10.2018;114940;Минимум
16.10.2018;115010;Минимум
16.10.2018;114910;Минимум
16.10.2018;114830;Минимум
16.10.2018;114820;Минимум
16.10.2018;114850;Минимум
16.10.2018;114800;Минимум
16.10.2018;114780;Минимум
16.10.2018;114770;Минимум
16.10.2018;114850;Минимум
16.10.2018;114830;Минимум
16.10.2018;114830;Минимум
16.10.2018;114840;Минимум
16.10.2018;114870;Минимум
16.10.2018;114840;Минимум
16.10.2018;114850;Минимум
16.10.2018;114910;Минимум
16.10.2018;114950;Минимум
16.10.2018;114970;Минимум
16.10.2018;114940;Минимум
16.10.2018;114980;Минимум
16.10.2018;115040;Минимум
16.10.2018;115050;Минимум
16.10.2018;114970;Минимум
16.10.2018;114920;Минимум
16.10.2018;114920;Минимум
16.10.2018;114930;Минимум
16.10.2018;114920;Минимум
16.10.2018;115000;Минимум
16.10.2018;114970;Минимум
16.10.2018;114970;Минимум
16.10.2018;114970;Минимум
16.10.2018;114890;Минимум
16.10.2018;114900;Минимум
16.10.2018;114900;Минимум
16.10.2018;114930;Минимум
16.10.2018;114900;Минимум
16.10.2018;114860;Минимум
16.10.2018;114860;Минимум
16.10.2018;114870;Минимум
16.10.2018;114880;Минимум
16.10.2018;114930;Минимум
16.10.2018;114940;Минимум
16.10.2018;114950;Минимум
16.10.2018;114870;Минимум
16.10.2018;114850;Минимум
16.10.2018;114850;Минимум
16.10.2018;114870;Минимум
16.10.2018;114950;Минимум
16.10.2018;114940;Минимум
16.10.2018;114940;Минимум
16.10.2018;114960;Минимум
16.10.2018;115000;Минимум
16.10.2018;115000;Минимум
16.10.2018;114950;Минимум
16.10.2018;114890;Минимум
16.10.2018;114890;Минимум
16.10.2018;114940;Минимум
16.10.2018;114960;Минимум
16.10.2018;114980;Минимум
16.10.2018;114970;Минимум
16.10.2018;114990;Минимум
16.10.2018;114960;Минимум
16.10.2018;114930;Минимум
16.10.2018;114950;Минимум
16.10.2018;114960;Минимум
16.10.2018;114960;Минимум
16.10.2018;114900;Минимум
16.10.2018;114900;Минимум
16.10.2018;114900;Минимум
16.10.2018;114900;Минимум
16.10.2018;114810;Минимум
16.10.2018;114800;Минимум
16.10.2018;114800;Минимум
16.10.2018;114770;Минимум
16.10.2018;114780;Минимум
16.10.2018;114710;Минимум
16.10.2018;114740;Минимум
16.10.2018;114740;Минимум
16.10.2018;114750;Минимум
16.10.2018;114770;Минимум
16.10.2018;114790;Минимум
16.10.2018;114820;Минимум
16.10.2018;114800;Минимум
16.10.2018;114810;Минимум
16.10.2018;114850;Минимум
16.10.2018;114870;Минимум
16.10.2018;114890;Минимум
16.10.2018;114910;Минимум
16.10.2018;114880;Минимум
16.10.2018;114890;Минимум
16.10.2018;114850;Минимум
16.10.2018;114860;Минимум
16.10.2018;114880;Минимум
16.10.2018;114860;Минимум
16.10.2018;114860;Минимум
16.10.2018;114850;Минимум
16.10.2018;114780;Минимум
16.10.2018;114800;Минимум
16.10.2018;114770;Минимум
16.10.2018;114780;Минимум
16.10.2018;114800;Минимум
16.10.2018;114820;Минимум
16.10.2018;114790;Минимум
16.10.2018;114800;Минимум
16.10.2018;114800;Минимум
16.10.2018;114800;Минимум
16.10.2018;114770;Минимум
16.10.2018;114740;Минимум
16.10.2018;114730;Минимум
16.10.2018;114720;Минимум
16.10.2018;114700;Минимум
16.10.2018;114570;Минимум
16.10.2018;114580;Минимум
16.10.2018;114600;Минимум
16.10.2018;114610;Минимум
16.10.2018;114580;Минимум
16.10.2018;114620;Минимум
16.10.2018;114580;Минимум
16.10.2018;114560;Минимум
16.10.2018;114450;Минимум
16.10.2018;114360;Минимум
16.10.2018;114450;Минимум
16.10.2018;114510;Минимум
16.10.2018;114570;Минимум
16.10.2018;114620;Минимум
16.10.2018;114630;Минимум
16.10.2018;114590;Минимум
16.10.2018;114580;Минимум
16.10.2018;114500;Минимум
16.10.2018;114520;Минимум
16.10.2018;114570;Минимум
16.10.2018;114600;Минимум
16.10.2018;114630;Минимум
16.10.2018;114650;Минимум
16.10.2018;114650;Минимум
16.10.2018;114650;Минимум
16.10.2018;114600;Минимум
16.10.2018;114560;Минимум
16.10.2018;114440;Минимум
16.10.2018;114440;Минимум
16.10.2018;114500;Минимум
16.10.2018;114430;Минимум
16.10.2018;114470;Минимум
16.10.2018;114480;Минимум
16.10.2018;114370;Минимум
16.10.2018;114300;Минимум
16.10.2018;114370;Минимум
16.10.2018;114410;Минимум
16.10.2018;114390;Минимум
16.10.2018;114250;Минимум
16.10.2018;114260;Минимум
16.10.2018;114340;Минимум
16.10.2018;114330;Минимум
16.10.2018;114370;Минимум
16.10.2018;114350;Минимум
16.10.2018;114320;Минимум
16.10.2018;114360;Минимум
16.10.2018;114390;Минимум
16.10.2018;114410;Минимум
16.10.2018;114430;Минимум
16.10.2018;114460;Минимум
16.10.2018;114450;Минимум
16.10.2018;114400;Минимум
16.10.2018;114370;Минимум
16.10.2018;114370;Минимум
16.10.2018;114360;Минимум
16.10.2018;114350;Минимум
16.10.2018;114370;Минимум
16.10.2018;114430;Минимум
16.10.2018;114430;Минимум
16.10.2018;114390;Минимум
16.10.2018;114440;Минимум
16.10.2018;114480;Минимум
16.10.2018;114540;Минимум
16.10.2018;114570;Минимум
16.10.2018;114610;Минимум
16.10.2018;114580;Минимум
16.10.2018;114550;Минимум
16.10.2018;114540;Минимум
16.10.2018;114580;Минимум
16.10.2018;114560;Минимум
16.10.2018;114620;Минимум
16.10.2018;114630;Минимум
16.10.2018;114620;Минимум
16.10.2018;114630;Минимум
16.10.2018;114640;Минимум
16.10.2018;114760;Минимум
16.10.2018;114760;Минимум
16.10.2018;114760;Минимум
16.10.2018;114810;Минимум
16.10.2018;114810;Минимум
16.10.2018;114800;Минимум
16.10.2018;114800;Минимум
16.10.2018;114800;Минимум
16.10.2018;114760;Минимум
16.10.2018;114760;Минимум
16.10.2018;114780;Минимум
16.10.2018;114800;Минимум
16.10.2018;114790;Минимум
16.10.2018;114770;Минимум
16.10.2018;114760;Минимум
16.10.2018;114780;Минимум
16.10.2018;114730;Минимум
16.10.2018;114760;Минимум
16.10.2018;114710;Минимум
16.10.2018;114760;Минимум
16.10.2018;114860;Минимум
16.10.2018;114840;Минимум
16.10.2018;114840;Минимум
16.10.2018;114820;Минимум
16.10.2018;114860;Минимум
16.10.2018;114810;Минимум
16.10.2018;114820;Минимум
16.10.2018;114870;Минимум
16.10.2018;114830;Минимум
16.10.2018;114790;Минимум
16.10.2018;114790;Минимум
16.10.2018;114720;Минимум
16.10.2018;114710;Минимум
16.10.2018;114740;Минимум
16.10.2018;114640;Минимум
16.10.2018;114610;Минимум
16.10.2018;114680;Минимум
16.10.2018;114720;Минимум
16.10.2018;114790;Минимум
16.10.2018;114730;Минимум
16.10.2018;114780;Минимум
16.10.2018;114790;Минимум
16.10.2018;114810;Минимум
16.10.2018;114950;Минимум
16.10.2018;114920;Минимум
16.10.2018;114930;Минимум
16.10.2018;114920;Минимум
16.10.2018;114930;Минимум
16.10.2018;114870;Минимум
16.10.2018;114870;Минимум
16.10.2018;114920;Минимум
16.10.2018;114920;Минимум
16.10.2018;114890;Минимум
16.10.2018;114890;Минимум
16.10.2018;114910;Минимум
16.10.2018;114930;Минимум
16.10.2018;114920;Минимум
16.10.2018;114940;Минимум
16.10.2018;114960;Минимум
16.10.2018;114980;Минимум
16.10.2018;114960;Минимум
16.10.2018;114960;Минимум
16.10.2018;114960;Минимум
16.10.2018;115020;Минимум
16.10.2018;115040;Минимум
16.10.2018;115000;Минимум
16.10.2018;114980;Минимум
16.10.2018;114980;Минимум
16.10.2018;115000;Минимум
16.10.2018;115000;Минимум
16.10.2018;115050;Минимум
16.10.2018;115060;Минимум
16.10.2018;115090;Минимум
16.10.2018;115080;Минимум
16.10.2018;115150;Минимум
16.10.2018;115190;Минимум
16.10.2018;115160;Минимум
16.10.2018;115140;Минимум
16.10.2018;115130;Минимум
16.10.2018;115070;Минимум
16.10.2018;115110;Минимум
16.10.2018;115080;Минимум
16.10.2018;115080;Минимум
16.10.2018;115020;Минимум
16.10.2018;115060;Минимум
16.10.2018;115070;Минимум
16.10.2018;115090;Минимум
16.10.2018;115070;Минимум
16.10.2018;115060;Минимум
16.10.2018;115030;Минимум
16.10.2018;115030;Минимум
16.10.2018;115050;Минимум
16.10.2018;115050;Минимум
16.10.2018;115040;Минимум
16.10.2018;114960;Минимум
16.10.2018;114850;Минимум
16.10.2018;114920;Минимум
16.10.2018;114940;Минимум
16.10.2018;114940;Минимум
16.10.2018;114910;Минимум
16.10.2018;114880;Минимум
16.10.2018;114860;Минимум
16.10.2018;114860;Минимум
16.10.2018;114890;Минимум
16.10.2018;114890;Минимум
16.10.2018;115020;Минимум
16.10.2018;115120;Минимум
16.10.2018;115170;Минимум
16.10.2018;115170;Минимум
16.10.2018;115190;Минимум
16.10.2018;115250;Минимум
16.10.2018;115340;Минимум
16.10.2018;115340;Минимум
16.10.2018;115470;Минимум
16.10.2018;115490;Минимум
16.10.2018;115570;Минимум
16.10.2018;115570;Минимум
16.10.2018;115620;Минимум
16.10.2018;115580;Минимум
16.10.2018;115610;Минимум
16.10.2018;115560;Минимум
16.10.2018;115560;Минимум
16.10.2018;115580;Минимум
16.10.2018;115550;Минимум
16.10.2018;115600;Минимум
16.10.2018;115580;Минимум
16.10.2018;115580;Минимум
16.10.2018;115540;Минимум
16.10.2018;115570;Минимум
16.10.2018;115620;Минимум
16.10.2018;115640;Минимум
16.10.2018;115600;Минимум
16.10.2018;115650;Минимум
16.10.2018;115730;Минимум
16.10.2018;115700;Минимум
16.10.2018;115700;Минимум
16.10.2018;115650;Минимум
16.10.2018;115660;Минимум
16.10.2018;115660;Минимум
16.10.2018;115640;Минимум
16.10.2018;115660;Минимум
16.10.2018;115680;Минимум
16.10.2018;115640;Минимум
16.10.2018;115630;Минимум
16.10.2018;115670;Минимум
16.10.2018;115680;Минимум
16.10.2018;115680;Минимум
16.10.2018;115690;Минимум
16.10.2018;115720;Минимум
16.10.2018;115760;Минимум
16.10.2018;115780;Минимум
16.10.2018;115810;Минимум
16.10.2018;115890;Минимум
16.10.2018;115930;Минимум
16.10.2018;115940;Минимум
16.10.2018;115930;Минимум
16.10.2018;115930;Минимум
16.10.2018;115920;Минимум
16.10.2018;115880;Минимум
16.10.2018;115900;Минимум
16.10.2018;116000;Минимум
16.10.2018;116050;Минимум
16.10.2018;116070;Минимум
16.10.2018;116100;Минимум
16.10.2018;116180;Минимум
16.10.2018;116210;Минимум
16.10.2018;116220;Минимум
16.10.2018;116220;Минимум
16.10.2018;116280;Минимум
16.10.2018;116330;Минимум
16.10.2018;116270;Минимум
16.10.2018;116320;Минимум
16.10.2018;116370;Минимум
16.10.2018;116340;Минимум
16.10.2018;116360;Минимум
16.10.2018;116340;Минимум
16.10.2018;116320;Минимум
16.10.2018;116310;Минимум
16.10.2018;116270;Минимум
16.10.2018;116260;Минимум
16.10.2018;116230;Минимум
16.10.2018;116230;Минимум
16.10.2018;116260;Минимум
16.10.2018;116330;Минимум
16.10.2018;116380;Минимум
16.10.2018;116330;Минимум
16.10.2018;116320;Минимум
16.10.2018;116360;Минимум
16.10.2018;116390;Минимум
16.10.2018;116450;Минимум
16.10.2018;116590;Минимум
16.10.2018;116530;Минимум
16.10.2018;116540;Минимум
16.10.2018;116560;Минимум
16.10.2018;116570;Минимум
16.10.2018;116520;Минимум
16.10.2018;116520;Минимум
16.10.2018;116510;Минимум
16.10.2018;116500;Минимум
16.10.2018;116520;Минимум
16.10.2018;116560;Минимум
16.10.2018;116560;Минимум
16.10.2018;116580;Минимум
16.10.2018;116600;Минимум
16.10.2018;116610;Минимум
16.10.2018;116610;Минимум
16.10.2018;116570;Минимум
16.10.2018;116540;Минимум
16.10.2018;116550;Минимум
16.10.2018;116580;Минимум
16.10.2018;116580;Минимум
16.10.2018;116590;Минимум
16.10.2018;116620;Минимум
16.10.2018;116630;Минимум
16.10.2018;116660;Минимум
16.10.2018;116690;Минимум
16.10.2018;116670;Минимум
16.10.2018;116690;Минимум
16.10.2018;116740;Минимум
16.10.2018;116740;Минимум
16.10.2018;116680;Минимум
16.10.2018;116700;Минимум
16.10.2018;116780;Минимум
16.10.2018;116860;Минимум
16.10.2018;116860;Минимум
16.10.2018;116890;Минимум
16.10.2018;116870;Минимум
16.10.2018;116780;Минимум
16.10.2018;116770;Минимум
16.10.2018;116780;Минимум
16.10.2018;116750;Минимум
16.10.2018;116690;Минимум
16.10.2018;116620;Минимум
16.10.2018;116590;Минимум
16.10.2018;116570;Минимум
16.10.2018;116560;Минимум
16.10.2018;116550;Минимум
16.10.2018;116560;Минимум
16.10.2018;116560;Минимум
16.10.2018;116510;Минимум
16.10.2018;116470;Минимум
16.10.2018;116450;Минимум
16.10.2018;116500;Минимум
16.10.2018;116500;Минимум
16.10.2018;116520;Минимум
16.10.2018;116530;Минимум
16.10.2018;116570;Минимум
16.10.2018;116560;Минимум
16.10.2018;116550;Минимум
16.10.2018;116550;Минимум
16.10.2018;116570;Минимум
16.10.2018;116570;Минимум
16.10.2018;116530;Минимум
16.10.2018;116520;Минимум
16.10.2018;116520;Минимум
16.10.2018;116540;Минимум
16.10.2018;116540;Минимум
16.10.2018;116550;Минимум
16.10.2018;116570;Минимум
16.10.2018;116570;Минимум
16.10.2018;116570;Минимум
16.10.2018;116560;Минимум
16.10.2018;116570;Минимум
16.10.2018;116560;Минимум
16.10.2018;116530;Минимум
16.10.2018;116540;Минимум
16.10.2018;116540;Минимум
16.10.2018;116560;Минимум
16.10.2018;116570;Минимум
16.10.2018;116570;Минимум
16.10.2018;116540;Минимум
16.10.2018;116550;Минимум
16.10.2018;116560;Минимум
16.10.2018;116570;Минимум
16.10.2018;116560;Минимум
16.10.2018;116580;Минимум
16.10.2018;116590;Минимум
16.10.2018;116590;Минимум
16.10.2018;116580;Минимум
16.10.2018;116610;Минимум
16.10.2018;116610;Минимум
16.10.2018;116600;Минимум
16.10.2018;116600;Минимум
16.10.2018;116610;Минимум
16.10.2018;116580;Минимум
16.10.2018;116600;Минимум
16.10.2018;116600;Минимум
16.10.2018;116590;Минимум
16.10.2018;116610;Минимум
16.10.2018;116610;Минимум
16.10.2018;116630;Минимум
16.10.2018;116640;Минимум
16.10.2018;116650;Минимум
16.10.2018;116670;Минимум
16.10.2018;116660;Минимум
16.10.2018;116680;Минимум
16.10.2018;116710;Минимум
16.10.2018;116730;Минимум
16.10.2018;116780;Минимум
16.10.2018;116720;Минимум
16.10.2018;116720;Минимум
16.10.2018;116720;Минимум
16.10.2018;116750;Минимум
16.10.2018;116760;Минимум
16.10.2018;116760;Минимум
16.10.2018;116800;Минимум
16.10.2018;116780;Минимум
16.10.2018;116790;Минимум
16.10.2018;116790;Минимум
16.10.2018;116680;Минимум
16.10.2018;116680;Минимум
16.10.2018;116700;Минимум
16.10.2018;116730;Минимум
16.10.2018;116740;Минимум
16.10.2018;116780;Минимум
16.10.2018;116830;Минимум
16.10.2018;116800;Минимум
16.10.2018;116800;Минимум
16.10.2018;116820;Минимум
16.10.2018;116820;Минимум
16.10.2018;116850;Минимум
16.10.2018;116840;Минимум
16.10.2018;116820;Минимум
16.10.2018;116860;Минимум
16.10.2018;116830;Минимум
16.10.2018;116780;Минимум
16.10.2018;116780;Минимум
16.10.2018;116790;Минимум
16.10.2018;116720;Минимум
16.10.2018;116710;Минимум
16.10.2018;116670;Минимум
16.10.2018;116700;Минимум
16.10.2018;116690;Минимум
16.10.2018;116720;Минимум
16.10.2018;116700;Минимум
16.10.2018;116700;Минимум
16.10.2018;116690;Минимум
16.10.2018;116680;Минимум
16.10.2018;116710;Минимум
16.10.2018;116700;Минимум
16.10.2018;116720;Минимум
16.10.2018;116720;Минимум
16.10.2018;116720;Минимум
16.10.2018;116730;Минимум
16.10.2018;116750;Минимум
16.10.2018;116760;Минимум
16.10.2018;116760;Минимум
16.10.2018;116770;Минимум
16.10.2018;116780;Минимум
16.10.2018;116790;Минимум
16.10.2018;116760;Минимум
16.10.2018;116760;Минимум
16.10.2018;116750;Минимум
16.10.2018;116780;Минимум
16.10.2018;116770;Минимум
16.10.2018;116770;Минимум
16.10.2018;116770;Минимум
16.10.2018;116760;Минимум
16.10.2018;116760;Минимум
16.10.2018;116790;Минимум
16.10.2018;116810;Минимум
16.10.2018;116790;Минимум
16.10.2018;116780;Минимум
16.10.2018;116770;Минимум
16.10.2018;116790;Минимум
16.10.2018;116810;Минимум
16.10.2018;116810;Минимум
16.10.2018;116830;Минимум
16.10.2018;116820;Минимум
16.10.2018;116810;Минимум
16.10.2018;116820;Минимум
16.10.2018;116820;Минимум
16.10.2018;116840;Минимум
16.10.2018;116830;Минимум
16.10.2018;116820;Минимум
16.10.2018;116820;Минимум
16.10.2018;116810;Минимум
16.10.2018;116810;Минимум
16.10.2018;116800;Минимум
16.10.2018;116790;Минимум
16.10.2018;116790;Минимум
16.10.2018;116810;Минимум
16.10.2018;116810;Минимум
16.10.2018;116800;Минимум
16.10.2018;116810;Минимум
16.10.2018;116790;Минимум
16.10.2018;116800;Минимум
16.10.2018;116760;Минимум
16.10.2018;116780;Минимум
16.10.2018;116760;Минимум
16.10.2018;116750;Минимум
16.10.2018;116750;Минимум
16.10.2018;116710;Минимум
16.10.2018;116710;Минимум
16.10.2018;116710;Минимум
16.10.2018;116730;Минимум
16.10.2018;116700;Минимум
16.10.2018;116710;Минимум
16.10.2018;116710;Минимум
16.10.2018;116700;Минимум
16.10.2018;116730;Минимум
16.10.2018;116750;Минимум
16.10.2018;116760;Минимум
16.10.2018;116770;Минимум
16.10.2018;116740;Минимум
16.10.2018;116730;Минимум
16.10.2018;116730;Минимум
16.10.2018;116720;Минимум
16.10.2018;116730;Минимум
16.10.2018;116750;Минимум
16.10.2018;116750;Минимум
16.10.2018;116760;Минимум
16.10.2018;116740;Минимум
16.10.2018;116730;Минимум
16.10.2018;116720;Минимум
16.10.2018;116740;Минимум
16.10.2018;116740;Минимум
16.10.2018;116740;Минимум
16.10.2018;116740;Минимум
16.10.2018;116740;Минимум
16.10.2018;116750;Минимум
16.10.2018;116790;Минимум
16.10.2018;116790;Минимум
16.10.2018;116800;Минимум
16.10.2018;116790;Минимум
16.10.2018;116800;Минимум
16.10.2018;116800;Минимум
16.10.2018;116800;Минимум
16.10.2018;116820;Минимум
16.10.2018;116820;Минимум
16.10.2018;116820;Минимум
16.10.2018;116820;Минимум
16.10.2018;116820;Минимум
16.10.2018;116820;Минимум
16.10.2018;116870;Минимум
16.10.2018;116880;Минимум
16.10.2018;116880;Минимум
16.10.2018;116880;Минимум
16.10.2018;116920;Минимум
16.10.2018;116910;Минимум
16.10.2018;116900;Минимум
16.10.2018;116860;Минимум
16.10.2018;116870;Минимум
16.10.2018;116830;Минимум
16.10.2018;116840;Минимум
16.10.2018;116810;Минимум
16.10.2018;116810;Минимум
16.10.2018;116830;Минимум
16.10.2018;116820;Минимум
16.10.2018;116860;Минимум
16.10.2018;116870;Минимум
16.10.2018;116900;Минимум
16.10.2018;116880;Минимум
16.10.2018;116870;Минимум
16.10.2018;116780;Минимум
16.10.2018;116780;Минимум
16.10.2018;116780;Минимум
16.10.2018;116830;Минимум
16.10.2018;116830;Минимум
16.10.2018;116820;Минимум
16.10.2018;116830;Минимум
16.10.2018;116840;Минимум
16.10.2018;116840;Минимум
16.10.2018;116860;Минимум
16.10.2018;116860;Минимум
16.10.2018;116880;Минимум
16.10.2018;116870;Минимум
16.10.2018;116870;Минимум
16.10.2018;116840;Минимум
16.10.2018;116860;Минимум
16.10.2018;116910;Минимум
16.10.2018;116880;Минимум
16.10.2018;116900;Минимум
16.10.2018;116890;Минимум
16.10.2018;116900;Минимум
